Name,Address,Zipcode,Zip,City,County,State,Country,Timezone,Area Code
Providence Kodiak Island,Counseling Center717 East Rezanof DriveKodiak, AK 99615,99615,Kodiak,Kodiak Island,Alaska,US,America/Anchorage,907
Maniilaq Association,Putyuk Childrens Home572 Friends WayKotzebue, AK 99752,99752,Kotzebue,Northwest Arctic,Alaska,US,America/Nome,907
Maniilaq Counseling and Recovery Ctr,733 2nd AvenueKotzebue, AK 99752,99752,Kotzebue,Northwest Arctic,Alaska,US,America/Nome,907
Ninilchik Traditional Council,15765 Kingsley RoadNinilchik, AK 99639,99639,Ninilchik,Kenai Peninsula,Alaska,US,America/Anchorage,907
Norton Sound Health Corporation,Behavioral Health Services306 West 5th AvenueNome, AK 99762,99762,Nome,Nome,Alaska,US,America/Nome,907
Co Occurring Disorders Institute Inc,11921 East Palmer Wasilla HighwayPalmer, AK 99645,99645,Palmer,Matanuska-Susitna,Alaska,US,America/Anchorage,907
Daybreak Inc,550 South Alaska StreetSuite 202Palmer, AK 99645,99645,Palmer,Matanuska-Susitna,Alaska,US,America/Anchorage,907
North Star Palmer RTC,Summit Program3647 North Clark Wolverine RoadPalmer, AK 99645,99645,Palmer,Matanuska-Susitna,Alaska,US,America/Anchorage,907
Summit of North Star Behavioral Health,Mile 2.5 Clark Wolverine RoadPalmer, AK 99645,99645,Palmer,Matanuska-Susitna,Alaska,US,America/Anchorage,907
Petersburg Mental Health Services,201 North Nordic DrivePetersburg, AK 99833,99833,Petersburg,Petersburg,Alaska,US,America/Juneau,907
Eastern Aleutian Tribes Inc,172 Red Cove RoadSand Point, AK 99661,99661,Sand Point,Aleutians East,Alaska,US,0,907
Seaview Community Services,302 Railway AvenueSeward, AK 99664,99664,Seward,Kenai Peninsula,Alaska,US,America/Anchorage,907
NeuroBehavioral Consultants LLC,300 Harbor DriveSitka, AK 99835,99835,Sitka,Sitka,Alaska,US,America/Juneau,907
Sitka Counseling and Prevention Servs,113 Metlakatla StreetSitka, AK 99835,99835,Sitka,Sitka,Alaska,US,America/Juneau,907
Youth Advocates of Sitka,805 Lincoln StreetSitka, AK 99835,99835,Sitka,Sitka,Alaska,US,America/Juneau,907
Youth Advocates of Sitka,School Based Services805 Lincoln StreetSitka, AK 99835,99835,Sitka,Sitka,Alaska,US,America/Juneau,907
Peninsula Comm Hlth Servs of Alaska,230 East Marydale AvenueSoldotna, AK 99669,99669,Soldotna,Kenai Peninsula,Alaska,US,America/Anchorage,907
TCC Upper Tanana Behavioral Health,West C Street and WillowUnit ATok, AK 99780,99780,Tok,Southeast Fairbanks,Alaska,US,America/Anchorage,907
Providence Valdez Counseling Center,911 Meals AvenueValdez, AK 99686,99686,Valdez,Valdez-Cordova,Alaska,US,America/Anchorage,907
Denali Family Services,291 East Swanson StreetWasilla, AK 99654,99654,Wasilla,Matanuska-Susitna,Alaska,US,America/Anchorage,907
Mat Su Health Services,1363 West Spruce AvenueWasilla, AK 99654,99654,Wasilla,Matanuska-Susitna,Alaska,US,America/Anchorage,907
Wasilla Behavioral Health Services,301 East Danna AvenueWasilla, AK 99654,99654,Wasilla,Matanuska-Susitna,Alaska,US,America/Anchorage,907
Alaska Island Community Services,333 Church StreetWrangell, AK 99929,99929,Wrangell,Wrangell,Alaska,US,0,907
Yakutat Counseling,364 Ridge RoadYakutat, AK 99689,99689,Yakutat,Yakutat,Alaska,US,America/Yakutat,907
Dept of Human and Social Services,Behavioral Health Services Division997594 Centennial Office BuildingSuite 301Pago Pago, AS 96799,96799,Pago Pago,Honolulu,#N/A,US,0,684
LBJ Tropical Medical Center,Psychiatric DepartmentFaga������alu , AS 96799,96799,Pago Pago,Honolulu,#N/A,US,0,684
Arizona Mentor,Ocotillo1918 South Ocotillo DriveApache Junction, AZ 85120,85120,Apache Junction,Pinal,Arizona,US,America/Phoenix,480
Arizonas Children Association,2066 West Apache TrailSuite 112Apache Junction, AZ 85120,85120,Apache Junction,Pinal,Arizona,US,America/Phoenix,480
Horizon Health and Wellness,625 North Plaza DriveApache Junction, AZ 85120,85120,Apache Junction,Pinal,Arizona,US,America/Phoenix,480
Horizon Health and Wellness,Recovery Center477 East Broadway RoadApache Junction, AZ 85119,85119,Apache Junction,Pinal,Arizona,US,America/Phoenix,480
Mountain Health and Wellness,150 North Ocotillo DriveApache Junction, AZ 85120,85120,Apache Junction,Pinal,Arizona,US,America/Phoenix,480
Mountain Health and Wellness,Outpatient Recovery Village525 East Broadway RoadApache Junction, AZ 85117,85117,Apache Junction,Maricopa,Arizona,US,America/Phoenix,480
Zarephath,1701 South Cactus RoadApache Junction, AZ 85117,85117,Apache Junction,Maricopa,Arizona,US,America/Phoenix,480
Arizona Mentor,Arizona City8428 West Royal Blackheath DriveArizona City, AZ 85123,85123,Arizona City,Pinal,Arizona,US,America/Phoenix,520
Community Bridges Inc,West Valley Access Point824 North 99th AvenueSuite 108Avondale, AZ 85323,85323,Avondale,Maricopa,Arizona,US,America/Phoenix,"6,23,602"
Valle del Sol,10320 West McDowellSuite GAvondale, AZ 85392,85392,Avondale,Maricopa,Arizona,US,America/Phoenix,623
Arizona Csl and Treatment Servs LLC,500 South Highway 80Benson, AZ 85602,85602,Benson,Cochise,Arizona,US,0,520
Community Bridges Inc,Benson Desert Sunrise470 South Ocotillo AvenueBenson, AZ 85602,85602,Benson,Cochise,Arizona,US,0,520
Southeastern Arizona Behavioral Health,Services Inc (SEABHS)590 South OcotilloBenson, AZ 85602,85602,Benson,Cochise,Arizona,US,0,520
Arizona Counseling and Treatment Servs,24 Howell StreetBisbee, AZ 85603,85603,Bisbee,Cochise,Arizona,US,America/Phoenix,520
Community Health Associates,1326 Highway 92Suite JBisbee, AZ 85603,85603,Bisbee,Cochise,Arizona,US,America/Phoenix,520
Southwest Behavioral Health Services,Buckeye Clinic26428 West U.S. Highway 85Buckeye, AZ 85326,85326,Buckeye,Maricopa,Arizona,US,America/Phoenix,"62,36,02,928"
ABC Therapy LLC,Therapists Inc1748 Highway 95Suite 14Bullhead City, AZ 86442,86442,Bullhead City,Mohave,Arizona,US,America/Phoenix,928
Mohave Mental Health Clinic Inc,1145 Marina BoulevardBullhead City, AZ 86442,86442,Bullhead City,Mohave,Arizona,US,America/Phoenix,928
Solutions One Stop Counseling,1099 Hancock RoadSuites A B and CBullhead City, AZ 86442,86442,Bullhead City,Mohave,Arizona,US,America/Phoenix,928
Southwest Behavioral Health,Bullhead City Clinic2580 Highway 95Suite 120Bullhead City, AZ 86442,86442,Bullhead City,Mohave,Arizona,US,America/Phoenix,928
Spectrum Healthcare Group Inc,452 West Finnie Flat RoadCamp Verde, AZ 86322,86322,Camp Verde,Yavapai,Arizona,US,America/Phoenix,928
Arizona Mentor,Melissa1668 East Melissa StreetCasa Grande, AZ 85122,85122,Casa Grande,Pinal,Arizona,US,America/Phoenix,520
Arizona Mentor,Racine621 West Racine LoopCasa Grande, AZ 85122,85122,Casa Grande,Pinal,Arizona,US,America/Phoenix,520
Centro Conocimiento,330 North Picacho StreetCasa Grande, AZ 85122,85122,Casa Grande,Pinal,Arizona,US,America/Phoenix,520
Corazon Integrated Healthcare Services,900 East Florence BoulevardSuite GCasa Grande, AZ 85122,85122,Casa Grande,Pinal,Arizona,US,America/Phoenix,520
Desert Rose Wellness Center,846 West Cottonwood LaneCasa Grande, AZ 85122,85122,Casa Grande,Pinal,Arizona,US,America/Phoenix,520
Helping Associates Inc,1901 North Trekell RoadSuite ACasa Grande, AZ 85122,85122,Casa Grande,Pinal,Arizona,US,America/Phoenix,520
Horizon Health and Wellness,102 North Florence StreetCasa Grande, AZ 85122,85122,Casa Grande,Pinal,Arizona,US,America/Phoenix,520
Horizon Health and Wellness,120 East Main StreetCasa Grande, AZ 85122,85122,Casa Grande,Pinal,Arizona,US,America/Phoenix,520
Horizon Health and Wellness,Casa Grande Main Office210 East Cottonwood LaneCasa Grande, AZ 85122,85122,Casa Grande,Pinal,Arizona,US,America/Phoenix,520
Horizon Human Services,Peart III2269 South Peart RoadCasa Grande, AZ 85122,85122,Casa Grande,Pinal,Arizona,US,America/Phoenix,520
Oasis Behavioral Health,Residential Program1120 East 6th StreetCasa Grande, AZ 85122,85122,Casa Grande,Pinal,Arizona,US,America/Phoenix,520
PSA Behavioral Health Agency,Art Awakenings309 West 2nd StreetCasa Grande, AZ 85122,85122,Casa Grande,Pinal,Arizona,US,America/Phoenix,520
Arizona Mentor,Curry874 South Sunset CourtChandler, AZ 85225,85225,Chandler,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
Arizona Mentor,Horizon3026 East Kingbird PlaceChandler, AZ 85286,85286,Chandler,Maricopa,Arizona,US,America/Phoenix,480
Arizonas Children Association,375 East Elliot RoadSuite 11Chandler, AZ 85225,85225,Chandler,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
Banner Behavioral Health,Chandler Campus1600 West Chandler BoulevardSuite 180Chandler, AZ 85224,85224,Chandler,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
New Horizon Youth Homes Inc,New Horizon Yth Homes Stottler House760 East Stottler PlaceChandler, AZ 85225,85225,Chandler,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
Oasis Behavioral Health,2190 North Grace BoulevardChandler, AZ 85225,85225,Chandler,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
Santan,1465 West Chandler BoulevardBuilding AChandler, AZ 85224,85224,Chandler,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
Southwest Network,Chandler3140 North Arizona AvenueSuite 113Chandler, AZ 85225,85225,Chandler,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
Southeastern Arizona Behavioral Health,Services Inc (SEABHS)430 North Coronado BoulevardClifton, AZ 85533,85533,Clifton,Greenlee,Arizona,US,America/Phoenix,928
Arizonas Children Association,2800 North Highway 87Building MesquiteCoolidge, AZ 85128,85128,Coolidge,Pinal,Arizona,US,America/Phoenix,520
Pinal Hispanic Council,556 South Arizona BoulevardCoolidge, AZ 85128,85128,Coolidge,Pinal,Arizona,US,America/Phoenix,520
Prescott VAMC,Cottonwood Clinic501 South Willard StreetCottonwood, AZ 86326,86326,Cottonwood,Yavapai,Arizona,US,America/Phoenix,"9,28,520"
Spectrum Healthcare,651 Mingus StreetCottonwood, AZ 86326,86326,Cottonwood,Yavapai,Arizona,US,America/Phoenix,"9,28,520"
Spectrum Healthcare,Womans World8 East Cottonwood StreetBuilding BCottonwood, AZ 86326,86326,Cottonwood,Yavapai,Arizona,US,America/Phoenix,"9,28,520"
Spectrum Healthcare Group Inc,8 East Cottonwood StreetCottonwood, AZ 86326,86326,Cottonwood,Yavapai,Arizona,US,America/Phoenix,"9,28,520"
Mingus Mountain Academy,Farrington House100 South Dewey RoadDewey, AZ 86327,86327,Dewey,Yavapai,Arizona,US,America/Phoenix,"9,28,602"
Community Health Associates,1701 North Douglas AvenueDouglas, AZ 85607,85607,Douglas,Cochise,Arizona,US,America/Phoenix,520
Corazon Integrated Health Services,936 F AvenueSuite BDouglas, AZ 85607,85607,Douglas,Cochise,Arizona,US,America/Phoenix,520
Pinal Hispanic Council,1940 East 11th StreetDouglas, AZ 85607,85607,Douglas,Cochise,Arizona,US,America/Phoenix,520
Power Wellness Center,Outpatient488 North Main StreetEagar, AZ 85925,85925,Eagar,Apache,Arizona,US,America/Shiprock,928
New Horizon Youth Homes Inc,11836 West Rosewood DriveEl Mirage, AZ 85335,85335,El Mirage,Maricopa,Arizona,US,America/Phoenix,"6,23,602"
Behavioral Consultation Services Inc,345 South River Run RoadSuite 200Flagstaff, AZ 86001,86001,Flagstaff,Coconino,Arizona,US,America/Phoenix,928
AH F30 N23 SP,Comm Providers of Enrichment Servs419 North San Francisco StreetFlagstaff, AZ 86001,86001,Flagstaff,Coconino,Arizona,US,America/Phoenix,928
Flagstaff Medical Center,Behavioral Health Services1200 North Beaver StreetFlagstaff, AZ 86001,86001,Flagstaff,Coconino,Arizona,US,America/Phoenix,928
Guidance Center,2187 North Vickey StreetFlagstaff, AZ 86004,86004,Flagstaff,Coconino,Arizona,US,America/Phoenix,"92,86,02,520"
Guidance Center,2695 East Industrial DriveFlagstaff, AZ 86004,86004,Flagstaff,Coconino,Arizona,US,America/Phoenix,"92,86,02,520"
Native Americans for Community Action,Family Health Center1500 East Cedar AvenueSuite 26Flagstaff, AZ 86004,86004,Flagstaff,Coconino,Arizona,US,America/Phoenix,"92,86,02,520"
Prescott VAMC,Flagstaff CBOC1300 West University AvenueSuite 200Flagstaff, AZ 86001,86001,Flagstaff,Coconino,Arizona,US,America/Phoenix,928
Southwest Behavioral Health Services,1515 East Cedar AvenueSuite B-2Flagstaff, AZ 86004,86004,Flagstaff,Coconino,Arizona,US,America/Phoenix,"92,86,02,520"
Encompass Health Services,Health Services150 Main StreetFredonia, AZ 86022,86022,Fredonia,Coconino,Arizona,US,0,928
Navajo Health Foundation/Sage Memorial,Hospital Behavioral Health ClinicHighways 191 and 264Ganado, AZ 86505,86505,Ganado,Apache,Arizona,US,America/Shiprock,928
SanTan Behavioral Health Services LLC,459 North Gilbert RoadSuite C-100Gilbert, AZ 85234,85234,Gilbert,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
Tilda Manor,3583 East Wildhorse DriveGilbert, AZ 85297,85297,Gilbert,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
A New Leaf Inc,8581 North 61st AvenueGlendale, AZ 85302,85302,Glendale,Maricopa,Arizona,US,America/Phoenix,"6,23,602"
Arizona Healthcare Contract Management,Services/North Woods Residential4301 West Windrose DriveGlendale, AZ 85304,85304,Glendale,Maricopa,Arizona,US,America/Phoenix,"6,02,623"
Arizona Mentor,Echo8851 West Northview AvenueGlendale, AZ 85305,85305,Glendale,Maricopa,Arizona,US,America/Phoenix,"6,23,602"
Arizona Mentor,Union Hills18244 North 39th DriveGlendale, AZ 85308,85308,Glendale,Maricopa,Arizona,US,America/Phoenix,"6,02,623"
Aurora Behavioral Health System,6015 West Peoria AvenueGlendale, AZ 85302,85302,Glendale,Maricopa,Arizona,US,America/Phoenix,"6,23,602"
Empact/Suicide Prevention Center,4425 West Olive AvenueSuite194Glendale, AZ 85302,85302,Glendale,Maricopa,Arizona,US,America/Phoenix,"6,23,602"
Terros Health,Glendale Primary Care and Counseling6153 West Olive AvenueGlendale, AZ 85302,85302,Glendale,Maricopa,Arizona,US,America/Phoenix,"6,23,602"
Terros Health,Olive Counseling4425 West Olive AvenueSuite 200Glendale, AZ 85302,85302,Glendale,Maricopa,Arizona,US,America/Phoenix,"6,23,602"
Community Bridges Inc,5734 East Hope LaneGlobe, AZ 85501,85501,Globe,Gila,Arizona,US,America/Phoenix,928
Horizon Human Services,2250 Highway 60Suite 1Globe, AZ 85501,85501,Globe,Gila,Arizona,US,America/Phoenix,928
Horizon Human Services,Globe Office415 West Baseline SpurGlobe, AZ 85501,85501,Globe,Gila,Arizona,US,America/Phoenix,928
Southeastern AZ Behavioral Hlth Servs,Globe Outpatient996 North Broad StreetGlobe, AZ 85501,85501,Globe,Gila,Arizona,US,America/Phoenix,928
COPE Community Services Inc,170 North La Canada DriveSuite 90Green Valley, AZ 85614,85614,Green Valley,Pima,Arizona,US,America/Phoenix,520
Community Health Associates,275 West Continental RoadSuite 141Green Valley, AZ 85622,85622,Green Valley,Pima,Arizona,US,America/Phoenix,520
Marys Mission and Development Center,8360 South Highway 92Hereford, AZ 85615,85615,Hereford,Cochise,Arizona,US,America/Phoenix,520
Horizon Health and Wellness,100 Tillbury RoadKearny, AZ 85137,85137,Kearny,Pinal,Arizona,US,America/Phoenix,520
Mohave Mental Health Clinic Inc,1080 Sheldon AvenueKingman, AZ 86409,86409,Kingman,Mohave,Arizona,US,America/Phoenix,928
Mohave Mental Health Clinic Inc,1741 Sycamore AvenueKingman, AZ 86409,86409,Kingman,Mohave,Arizona,US,America/Phoenix,928
Mohave Mental Health Clinic Inc,2002 North Stockton Hill RoadSuite 104Kingman, AZ 86401,86401,Kingman,Mohave,Arizona,US,America/Phoenix,928
Mohave Mental Health Clinic Inc,3505 Western AvenueKingman, AZ 86409,86409,Kingman,Mohave,Arizona,US,America/Phoenix,928
Mohave Mental Health Clinic Inc,915 Airway StreetKingman, AZ 86401,86401,Kingman,Mohave,Arizona,US,America/Phoenix,928
Southwest Behavioral Health Services,2215 Hualapai Mountain RoadSuites H and IKingman, AZ 86402,86402,Kingman,Mohave,Arizona,US,America/Phoenix,928
Mohave Mental Health Clinic Inc,2187 Swanson AvenueLake Havasu City, AZ 86403,86403,Lake Havasu City,Mohave,Arizona,US,America/Phoenix,928
Social Services Interagency,1940 Mesquite AvenueLake Havasu City, AZ 86403,86403,Lake Havasu City,Mohave,Arizona,US,America/Phoenix,928
Arizona Mentor,Desert Wind7223 South 71st LaneLaveen, AZ 85339,85339,Laveen,Maricopa,Arizona,US,America/Phoenix,"5,20,602"
Arizona Mentor,Hawthorne5621 South 51st DriveLaveen, AZ 85339,85339,Laveen,Maricopa,Arizona,US,America/Phoenix,"5,20,602"
Encompass Health Services,4103 East FleetSuite 100Littlefield, AZ 86432,86432,Littlefield,Mohave,Arizona,US,America/Phoenix,928
MHC Healthcare,Behavioral Health13395 North Marana Main StreetBuilding BMarana, AZ 85653,85653,Marana,Pima,Arizona,US,America/Phoenix,520
Empact Suicide Prevention Center,21476 North John Wayne ParkwaySuite C-101Maricopa, AZ 85139,85139,Maricopa,Pinal,Arizona,US,America/Phoenix,520
Spring Ridge Academy,13690 South Burton RoadMayer, AZ 86333,86333,Mayer,Yavapai,Arizona,US,America/Phoenix,928
A New Leaf Inc,Dorothy B Mitchell Counseling Center1655 East University DriveMesa, AZ 85203,85203,Mesa,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
Arizona Healthcare Contract Management,Services Inc/Quail Creek Residential1829 East 2nd StreetMesa, AZ 85203,85203,Mesa,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
Arizona Mentor,Keats7561 East Keats AvenueMesa, AZ 85209,85209,Mesa,Maricopa,Arizona,US,America/Phoenix,480
Community Bridges Inc,358 East Javelina AvenueSuite 101Mesa, AZ 85210,85210,Mesa,Maricopa,Arizona,US,America/Phoenix,"48,06,02,928"
Family Service Agency,943 South Gilbert RoadSuite 204Mesa, AZ 85204,85204,Mesa,Maricopa,Arizona,US,America/Phoenix,"6,02,480"
Lifewell Behavioral Wellness,262 East University DriveMesa, AZ 85201,85201,Mesa,Maricopa,Arizona,US,America/Phoenix,"48,09,28,602"
Lifewell Behavioral Wellness,619 West Southern AvenueSuite 4Mesa, AZ 85210,85210,Mesa,Maricopa,Arizona,US,America/Phoenix,"48,06,02,928"
Lifewell Behavioral Wellness,621 West Southern AvenueMesa, AZ 85210,85210,Mesa,Maricopa,Arizona,US,America/Phoenix,"48,06,02,928"
Lifewell Behavioral Wellness,6915 East Main StreetMesa, AZ 85207,85207,Mesa,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
Marc Community Resources,4250 East Florian AvenueBuilding 1Mesa, AZ 85206,85206,Mesa,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
Marc Community Resources,924 North Country Club DriveMesa, AZ 85204,85204,Mesa,Maricopa,Arizona,US,America/Phoenix,"6,02,480"
Maricopa Medical Center,Desert Vista Behavioral Health Center570 West Brown RoadMesa, AZ 85201,85201,Mesa,Maricopa,Arizona,US,America/Phoenix,"48,09,28,602"
Partners in Recovery,4330 East University DriveMesa, AZ 85205,85205,Mesa,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
F81 F92 N23 SP,Positive Change Institute Inc1050 East University DriveSuite 5Mesa, AZ 85203,85203,Mesa,Maricopa,Arizona,US,America/Phoenix,"4,80,602"
Resolution Group,623 West Southern AvenueSuite 7Mesa, AZ 85210,85210,Mesa,Maricopa,Arizona,US,America/Phoenix,"48,06,02,928"
