State,Type,County,,Motivation,Crime Count
California,Cities,Alameda,,3rd Quarter,4
California,Cities,Alameda,,4th Quarter,1
California,Cities,Albany,,Ancestry,3
California,Cities,Albany,,Religion,0
California,Cities,Albany,,Sexual orientation,0
California,Cities,Albany,,Disability,0
California,Cities,Albany,,Gender,0
California,Cities,Albany,,Gender Identity,0
California,Cities,Albany,,1st Quarter,0
California,Cities,Albany,,2nd Quarter,0
California,Cities,Albany,,3rd Quarter,1
California,Cities,Albany,,4th Quarter,2
California,Cities,Alhambra,,Ancestry,1
California,Cities,Alhambra,,Religion,0
California,Cities,Alhambra,,Sexual orientation,0
California,Cities,Alhambra,,Disability,0
California,Cities,Alhambra,,Gender,0
California,Cities,Alhambra,,Gender Identity,0
California,Cities,Alhambra,,1st Quarter,0
California,Cities,Alhambra,,2nd Quarter,1
California,Cities,Alhambra,,3rd Quarter,0
California,Cities,Alhambra,,4th Quarter,0
California,Cities,Aliso Viejo,,Ancestry,5
California,Cities,Aliso Viejo,,Religion,1
California,Cities,Aliso Viejo,,Sexual orientation,0
California,Cities,Aliso Viejo,,Disability,0
California,Cities,Aliso Viejo,,Gender,0
California,Cities,Aliso Viejo,,Gender Identity,0
California,Cities,Aliso Viejo,,1st Quarter,2
California,Cities,Aliso Viejo,,2nd Quarter,1
California,Cities,Aliso Viejo,,3rd Quarter,2
California,Cities,Aliso Viejo,,4th Quarter,1
California,Cities,Antioch,,Ancestry,0
California,Cities,Antioch,,Religion,0
California,Cities,Antioch,,Sexual orientation,0
California,Cities,Antioch,,Disability,0
California,Cities,Antioch,,Gender,0
California,Cities,Antioch,,Gender Identity,1
California,Cities,Antioch,,1st Quarter,0
California,Cities,Antioch,,2nd Quarter,0
California,Cities,Antioch,,3rd Quarter,1
California,Cities,Antioch,,4th Quarter,0
California,Cities,Arcadia,,Ancestry,2
California,Cities,Arcadia,,Religion,0
California,Cities,Arcadia,,Sexual orientation,0
California,Cities,Arcadia,,Disability,0
California,Cities,Arcadia,,Gender,0
California,Cities,Arcadia,,Gender Identity,0
California,Cities,Arcadia,,1st Quarter,0
California,Cities,Arcadia,,2nd Quarter,0
California,Cities,Arcadia,,3rd Quarter,2
California,Cities,Arcadia,,4th Quarter,0
California,Cities,Arcata,,Ancestry,0
California,Cities,Arcata,,Religion,0
California,Cities,Arcata,,Sexual orientation,1
California,Cities,Arcata,,Disability,0
California,Cities,Arcata,,Gender,0
California,Cities,Arcata,,Gender Identity,0
California,Cities,Arcata,,1st Quarter,0
California,Cities,Arcata,,2nd Quarter,0
California,Cities,Arcata,,3rd Quarter,0
California,Cities,Arcata,,4th Quarter,1
California,Cities,Atwater,,Ancestry,1
California,Cities,Atwater,,Religion,0
California,Cities,Atwater,,Sexual orientation,0
California,Cities,Atwater,,Disability,0
California,Cities,Atwater,,Gender,0
California,Cities,Atwater,,Gender Identity,0
California,Cities,Atwater,,1st Quarter,0
California,Cities,Atwater,,2nd Quarter,0
California,Cities,Atwater,,3rd Quarter,1
California,Cities,Atwater,,4th Quarter,0
California,Cities,Auburn,,Ancestry,1
California,Cities,Auburn,,Religion,0
California,Cities,Auburn,,Sexual orientation,0
California,Cities,Auburn,,Disability,0
California,Cities,Auburn,,Gender,0
California,Cities,Auburn,,Gender Identity,0
California,Cities,Auburn,,1st Quarter,0
California,Cities,Auburn,,2nd Quarter,0
California,Cities,Auburn,,3rd Quarter,1
California,Cities,Auburn,,4th Quarter,0
California,Cities,Avalon,,Ancestry,0
California,Cities,Avalon,,Religion,0
California,Cities,Avalon,,Sexual orientation,1
California,Cities,Avalon,,Disability,0
California,Cities,Avalon,,Gender,0
California,Cities,Avalon,,Gender Identity,0
California,Cities,Avalon,,1st Quarter,0
California,Cities,Avalon,,2nd Quarter,0
California,Cities,Avalon,,3rd Quarter,1
California,Cities,Avalon,,4th Quarter,0
California,Cities,Azusa,,Ancestry,2
California,Cities,Azusa,,Religion,0
California,Cities,Azusa,,Sexual orientation,0
California,Cities,Azusa,,Disability,0
California,Cities,Azusa,,Gender,0
California,Cities,Azusa,,Gender Identity,0
California,Cities,Azusa,,1st Quarter,0
California,Cities,Azusa,,2nd Quarter,1
California,Cities,Azusa,,3rd Quarter,1
California,Cities,Azusa,,4th Quarter,0
California,Cities,Bakersfield,,Ancestry,1
California,Cities,Bakersfield,,Religion,2
California,Cities,Bakersfield,,Sexual orientation,3
California,Cities,Bakersfield,,Disability,0
California,Cities,Bakersfield,,Gender,0
California,Cities,Bakersfield,,Gender Identity,0
California,Cities,Bakersfield,,1st Quarter,0
California,Cities,Bakersfield,,2nd Quarter,0
California,Cities,Bakersfield,,3rd Quarter,2
California,Cities,Bakersfield,,4th Quarter,4
California,Cities,Bell,,Ancestry,1
California,Cities,Bell,,Religion,0
California,Cities,Bell,,Sexual orientation,0
California,Cities,Bell,,Disability,0
California,Cities,Bell,,Gender,0
California,Cities,Bell,,Gender Identity,0
California,Cities,Bell,,1st Quarter,0
California,Cities,Bell,,2nd Quarter,1
California,Cities,Bell,,3rd Quarter,0
California,Cities,Bell,,4th Quarter,0
California,Cities,Benicia,,Ancestry,2
California,Cities,Benicia,,Religion,0
California,Cities,Benicia,,Sexual orientation,0
California,Cities,Benicia,,Disability,0
California,Cities,Benicia,,Gender,0
California,Cities,Benicia,,Gender Identity,0
California,Cities,Benicia,,1st Quarter,0
California,Cities,Benicia,,2nd Quarter,1
California,Cities,Benicia,,3rd Quarter,1
California,Cities,Benicia,,4th Quarter,0
California,Cities,Berkeley,,Ancestry,3
California,Cities,Berkeley,,Religion,2
California,Cities,Berkeley,,Sexual orientation,1
California,Cities,Berkeley,,Disability,0
California,Cities,Berkeley,,Gender,0
California,Cities,Berkeley,,Gender Identity,1
California,Cities,Berkeley,,1st Quarter,1
California,Cities,Berkeley,,2nd Quarter,0
California,Cities,Berkeley,,3rd Quarter,3
California,Cities,Berkeley,,4th Quarter,3
California,Cities,Beverly Hills,,Ancestry,1
California,Cities,Beverly Hills,,Religion,2
California,Cities,Beverly Hills,,Sexual orientation,2
California,Cities,Beverly Hills,,Disability,0
California,Cities,Beverly Hills,,Gender,0
California,Cities,Beverly Hills,,Gender Identity,0
California,Cities,Beverly Hills,,1st Quarter,1
California,Cities,Beverly Hills,,2nd Quarter,0
California,Cities,Beverly Hills,,3rd Quarter,2
California,Cities,Beverly Hills,,4th Quarter,2
California,Cities,Big Bear,,Ancestry,1
California,Cities,Big Bear,,Religion,0
California,Cities,Big Bear,,Sexual orientation,1
California,Cities,Big Bear,,Disability,0
California,Cities,Big Bear,,Gender,0
California,Cities,Big Bear,,Gender Identity,0
California,Cities,Big Bear,,1st Quarter,0
California,Cities,Big Bear,,2nd Quarter,0
California,Cities,Big Bear,,3rd Quarter,2
California,Cities,Big Bear,,4th Quarter,0
California,Cities,Brawley,,Ancestry,0
California,Cities,Brawley,,Religion,0
California,Cities,Brawley,,Sexual orientation,0
California,Cities,Brawley,,Disability,0
California,Cities,Brawley,,Gender,0
California,Cities,Brawley,,Gender Identity,1
California,Cities,Brawley,,1st Quarter,0
California,Cities,Brawley,,2nd Quarter,1
California,Cities,Brawley,,3rd Quarter,0
California,Cities,Brawley,,4th Quarter,0
California,Cities,Buena Park,,Ancestry,0
California,Cities,Buena Park,,Religion,0
California,Cities,Buena Park,,Sexual orientation,0
California,Cities,Buena Park,,Disability,1
California,Cities,Buena Park,,Gender,0
California,Cities,Buena Park,,Gender Identity,0
California,Cities,Buena Park,,1st Quarter,0
California,Cities,Buena Park,,2nd Quarter,0
California,Cities,Buena Park,,3rd Quarter,0
California,Cities,Buena Park,,4th Quarter,1
California,Cities,Burbank,,Ancestry,6
California,Cities,Burbank,,Religion,1
California,Cities,Burbank,,Sexual orientation,0
California,Cities,Burbank,,Disability,0
California,Cities,Burbank,,Gender,0
California,Cities,Burbank,,Gender Identity,0
California,Cities,Burbank,,1st Quarter,0
California,Cities,Burbank,,2nd Quarter,0
California,Cities,Burbank,,3rd Quarter,2
California,Cities,Burbank,,4th Quarter,5
California,Cities,Calabasas,,Ancestry,1
California,Cities,Calabasas,,Religion,0
California,Cities,Calabasas,,Sexual orientation,0
California,Cities,Calabasas,,Disability,0
California,Cities,Calabasas,,Gender,0
California,Cities,Calabasas,,Gender Identity,0
California,Cities,Calabasas,,1st Quarter,0
California,Cities,Calabasas,,2nd Quarter,0
California,Cities,Calabasas,,3rd Quarter,1
California,Cities,Calabasas,,4th Quarter,0
California,Cities,Calexico,,Ancestry,0
California,Cities,Calexico,,Religion,0
California,Cities,Calexico,,Sexual orientation,1
California,Cities,Calexico,,Disability,0
California,Cities,Calexico,,Gender,0
California,Cities,Calexico,,Gender Identity,0
California,Cities,Calexico,,1st Quarter,0
California,Cities,Calexico,,2nd Quarter,0
California,Cities,Calexico,,3rd Quarter,0
California,Cities,Calexico,,4th Quarter,1
California,Cities,Camarillo,,Ancestry,2
California,Cities,Camarillo,,Religion,0
California,Cities,Camarillo,,Sexual orientation,0
California,Cities,Camarillo,,Disability,0
California,Cities,Camarillo,,Gender,0
California,Cities,Camarillo,,Gender Identity,0
California,Cities,Camarillo,,1st Quarter,0
California,Cities,Camarillo,,2nd Quarter,0
California,Cities,Camarillo,,3rd Quarter,1
California,Cities,Camarillo,,4th Quarter,1
California,Cities,Campbell,,Ancestry,3
California,Cities,Campbell,,Religion,0
California,Cities,Campbell,,Sexual orientation,0
California,Cities,Campbell,,Disability,0
California,Cities,Campbell,,Gender,0
California,Cities,Campbell,,Gender Identity,0
California,Cities,Campbell,,1st Quarter,0
California,Cities,Campbell,,2nd Quarter,1
California,Cities,Campbell,,3rd Quarter,0
California,Cities,Campbell,,4th Quarter,2
California,Cities,Capitola,,Ancestry,0
California,Cities,Capitola,,Religion,0
California,Cities,Capitola,,Sexual orientation,0
California,Cities,Capitola,,Disability,0
California,Cities,Capitola,,Gender,0
California,Cities,Capitola,,Gender Identity,1
California,Cities,Capitola,,1st Quarter,1
California,Cities,Capitola,,2nd Quarter,0
California,Cities,Capitola,,3rd Quarter,0
California,Cities,Capitola,,4th Quarter,0
California,Cities,Carlsbad,,Ancestry,2
California,Cities,Carlsbad,,Religion,1
California,Cities,Carlsbad,,Sexual orientation,0
California,Cities,Carlsbad,,Disability,1
California,Cities,Carlsbad,,Gender,0
California,Cities,Carlsbad,,Gender Identity,0
California,Cities,Carlsbad,,1st Quarter,1
California,Cities,Carlsbad,,2nd Quarter,3
California,Cities,Carlsbad,,3rd Quarter,0
California,Cities,Carlsbad,,4th Quarter,0
California,Cities,Carson,,Ancestry,2
California,Cities,Carson,,Religion,0
California,Cities,Carson,,Sexual orientation,0
California,Cities,Carson,,Disability,0
California,Cities,Carson,,Gender,0
California,Cities,Carson,,Gender Identity,0
California,Cities,Carson,,1st Quarter,0
California,Cities,Carson,,2nd Quarter,1
California,Cities,Carson,,3rd Quarter,0
California,Cities,Carson,,4th Quarter,1
California,Cities,Cathedral City,,Ancestry,1
California,Cities,Cathedral City,,Religion,0
California,Cities,Cathedral City,,Sexual orientation,1
California,Cities,Cathedral City,,Disability,0
California,Cities,Cathedral City,,Gender,0
California,Cities,Cathedral City,,Gender Identity,2
California,Cities,Cathedral City,,1st Quarter,0
California,Cities,Cathedral City,,2nd Quarter,1
California,Cities,Cathedral City,,3rd Quarter,3
California,Cities,Cathedral City,,4th Quarter,0
California,Cities,Central Marin,,Ancestry,5
California,Cities,Central Marin,,Religion,2
California,Cities,Central Marin,,Sexual orientation,0
California,Cities,Central Marin,,Disability,0
California,Cities,Central Marin,,Gender,0
California,Cities,Central Marin,,Gender Identity,0
California,Cities,Central Marin,,1st Quarter,0
California,Cities,Central Marin,,2nd Quarter,0
California,Cities,Central Marin,,3rd Quarter,3
California,Cities,Central Marin,,4th Quarter,4
California,Cities,Cerritos,,Ancestry,1
California,Cities,Cerritos,,Religion,1
California,Cities,Cerritos,,Sexual orientation,0
California,Cities,Cerritos,,Disability,0
California,Cities,Cerritos,,Gender,0
California,Cities,Cerritos,,Gender Identity,0
California,Cities,Cerritos,,1st Quarter,1
California,Cities,Cerritos,,2nd Quarter,0
California,Cities,Cerritos,,3rd Quarter,1
California,Cities,Cerritos,,4th Quarter,0
California,Cities,Chico,,Ancestry,2
California,Cities,Chico,,Religion,0
California,Cities,Chico,,Sexual orientation,0
California,Cities,Chico,,Disability,0
California,Cities,Chico,,Gender,0
California,Cities,Chico,,Gender Identity,0
California,Cities,Chico,,1st Quarter,0
California,Cities,Chico,,2nd Quarter,1
California,Cities,Chico,,3rd Quarter,1
California,Cities,Chico,,4th Quarter,0
California,Cities,Chino,,Ancestry,7
California,Cities,Chino,,Religion,0
California,Cities,Chino,,Sexual orientation,0
California,Cities,Chino,,Disability,0
California,Cities,Chino,,Gender,0
California,Cities,Chino,,Gender Identity,0
California,Cities,Chino,,1st Quarter,1
California,Cities,Chino,,2nd Quarter,3
California,Cities,Chino,,3rd Quarter,1
California,Cities,Chino,,4th Quarter,2
California,Cities,Chula Vista,,Ancestry,4
California,Cities,Chula Vista,,Religion,1
California,Cities,Chula Vista,,Sexual orientation,0
California,Cities,Chula Vista,,Disability,0
California,Cities,Chula Vista,,Gender,0
California,Cities,Chula Vista,,Gender Identity,0
California,Cities,Chula Vista,,1st Quarter,0
California,Cities,Chula Vista,,2nd Quarter,2
California,Cities,Chula Vista,,3rd Quarter,1
California,Cities,Chula Vista,,4th Quarter,2
California,Cities,Citrus Heights,,Ancestry,3
California,Cities,Citrus Heights,,Religion,1
California,Cities,Citrus Heights,,Sexual orientation,0
California,Cities,Citrus Heights,,Disability,0
California,Cities,Citrus Heights,,Gender,0
California,Cities,Citrus Heights,,Gender Identity,0
California,Cities,Citrus Heights,,1st Quarter,0
California,Cities,Citrus Heights,,2nd Quarter,0
California,Cities,Citrus Heights,,3rd Quarter,3
California,Cities,Citrus Heights,,4th Quarter,1
California,Cities,Clearlake,,Ancestry,2
California,Cities,Clearlake,,Religion,0
California,Cities,Clearlake,,Sexual orientation,0
California,Cities,Clearlake,,Disability,0
California,Cities,Clearlake,,Gender,0
California,Cities,Clearlake,,Gender Identity,0
California,Cities,Clearlake,,1st Quarter,0
California,Cities,Clearlake,,2nd Quarter,0
California,Cities,Clearlake,,3rd Quarter,1
California,Cities,Clearlake,,4th Quarter,1
California,Cities,Clovis,,Ancestry,2
California,Cities,Clovis,,Religion,0
California,Cities,Clovis,,Sexual orientation,0
California,Cities,Clovis,,Disability,0
California,Cities,Clovis,,Gender,0
California,Cities,Clovis,,Gender Identity,0
California,Cities,Clovis,,1st Quarter,0
California,Cities,Clovis,,2nd Quarter,1
California,Cities,Clovis,,3rd Quarter,1
California,Cities,Clovis,,4th Quarter,0
California,Cities,Coalinga,,Ancestry,1
California,Cities,Coalinga,,Religion,0
California,Cities,Coalinga,,Sexual orientation,0
California,Cities,Coalinga,,Disability,0
California,Cities,Coalinga,,Gender,0
California,Cities,Coalinga,,Gender Identity,0
California,Cities,Coalinga,,1st Quarter,0
California,Cities,Coalinga,,2nd Quarter,0
California,Cities,Coalinga,,3rd Quarter,1
California,Cities,Coalinga,,4th Quarter,0
California,Cities,Colusa,,Ancestry,1
California,Cities,Colusa,,Religion,0
California,Cities,Colusa,,Sexual orientation,0
California,Cities,Colusa,,Disability,0
California,Cities,Colusa,,Gender,0
California,Cities,Colusa,,Gender Identity,0
California,Cities,Colusa,,1st Quarter,0
California,Cities,Colusa,,2nd Quarter,1
California,Cities,Colusa,,3rd Quarter,0
California,Cities,Colusa,,4th Quarter,0
California,Cities,Costa Mesa,,Ancestry,7
California,Cities,Costa Mesa,,Religion,0
California,Cities,Costa Mesa,,Sexual orientation,1
California,Cities,Costa Mesa,,Disability,0
California,Cities,Costa Mesa,,Gender,0
California,Cities,Costa Mesa,,Gender Identity,0
California,Cities,Costa Mesa,,1st Quarter,2
California,Cities,Costa Mesa,,2nd Quarter,1
California,Cities,Costa Mesa,,3rd Quarter,3
California,Cities,Costa Mesa,,4th Quarter,2
California,Cities,Covina,,Ancestry,3
California,Cities,Covina,,Religion,0
California,Cities,Covina,,Sexual orientation,0
California,Cities,Covina,,Disability,0
California,Cities,Covina,,Gender,0
California,Cities,Covina,,Gender Identity,0
California,Cities,Covina,,1st Quarter,2
California,Cities,Covina,,2nd Quarter,0
California,Cities,Covina,,3rd Quarter,1
California,Cities,Covina,,4th Quarter,0
California,Cities,Crescent City,,Ancestry,1
California,Cities,Crescent City,,Religion,0
California,Cities,Crescent City,,Sexual orientation,0
California,Cities,Crescent City,,Disability,0
California,Cities,Crescent City,,Gender,0
California,Cities,Crescent City,,Gender Identity,0
California,Cities,Crescent City,,1st Quarter,0
California,Cities,Crescent City,,2nd Quarter,1
California,Cities,Crescent City,,3rd Quarter,0
California,Cities,Crescent City,,4th Quarter,0
California,Cities,Culver City,,Ancestry,1
California,Cities,Culver City,,Religion,0
California,Cities,Culver City,,Sexual orientation,0
California,Cities,Culver City,,Disability,0
California,Cities,Culver City,,Gender,0
California,Cities,Culver City,,Gender Identity,0
California,Cities,Culver City,,1st Quarter,0
California,Cities,Culver City,,2nd Quarter,0
California,Cities,Culver City,,3rd Quarter,1
California,Cities,Culver City,,4th Quarter,0
California,Cities,Cupertino,,Ancestry,0
California,Cities,Cupertino,,Religion,1
California,Cities,Cupertino,,Sexual orientation,0
California,Cities,Cupertino,,Disability,0
California,Cities,Cupertino,,Gender,0
California,Cities,Cupertino,,Gender Identity,0
California,Cities,Cupertino,,1st Quarter,0
California,Cities,Cupertino,,2nd Quarter,1
California,Cities,Cupertino,,3rd Quarter,0
California,Cities,Cupertino,,4th Quarter,0
California,Cities,Cypress,,Ancestry,1
California,Cities,Cypress,,Religion,0
California,Cities,Cypress,,Sexual orientation,0
California,Cities,Cypress,,Disability,0
California,Cities,Cypress,,Gender,0
California,Cities,Cypress,,Gender Identity,0
California,Cities,Cypress,,1st Quarter,0
California,Cities,Cypress,,2nd Quarter,0
California,Cities,Cypress,,3rd Quarter,0
California,Cities,Cypress,,4th Quarter,1
California,Cities,Daly City,,Ancestry,1
California,Cities,Daly City,,Religion,0
California,Cities,Daly City,,Sexual orientation,0
California,Cities,Daly City,,Disability,0
California,Cities,Daly City,,Gender,0
California,Cities,Daly City,,Gender Identity,0
California,Cities,Daly City,,1st Quarter,0
California,Cities,Daly City,,2nd Quarter,0
California,Cities,Daly City,,3rd Quarter,1
California,Cities,Daly City,,4th Quarter,0
California,Cities,Dana Point,,Ancestry,1
California,Cities,Dana Point,,Religion,0
California,Cities,Dana Point,,Sexual orientation,0
California,Cities,Dana Point,,Disability,0
California,Cities,Dana Point,,Gender,0
California,Cities,Dana Point,,Gender Identity,0
California,Cities,Dana Point,,1st Quarter,0
California,Cities,Dana Point,,2nd Quarter,0
California,Cities,Dana Point,,3rd Quarter,1
California,Cities,Dana Point,,4th Quarter,0
California,Cities,Davis,,Ancestry,11
California,Cities,Davis,,Religion,2
California,Cities,Davis,,Sexual orientation,3
California,Cities,Davis,,Disability,0
California,Cities,Davis,,Gender,0
California,Cities,Davis,,Gender Identity,0
California,Cities,Davis,,1st Quarter,4
California,Cities,Davis,,2nd Quarter,2
California,Cities,Davis,,3rd Quarter,5
California,Cities,Davis,,4th Quarter,5
California,Cities,Diamond Bar,,Ancestry,1
California,Cities,Diamond Bar,,Religion,0
California,Cities,Diamond Bar,,Sexual orientation,0
California,Cities,Diamond Bar,,Disability,0
California,Cities,Diamond Bar,,Gender,0
California,Cities,Diamond Bar,,Gender Identity,0
California,Cities,Diamond Bar,,1st Quarter,0
California,Cities,Diamond Bar,,2nd Quarter,0
California,Cities,Diamond Bar,,3rd Quarter,0
California,Cities,Diamond Bar,,4th Quarter,1
California,Cities,El Cajon,,Ancestry,1
California,Cities,El Cajon,,Religion,0
California,Cities,El Cajon,,Sexual orientation,1
California,Cities,El Cajon,,Disability,0
California,Cities,El Cajon,,Gender,0
California,Cities,El Cajon,,Gender Identity,1
California,Cities,El Cajon,,1st Quarter,1
California,Cities,El Cajon,,2nd Quarter,1
California,Cities,El Cajon,,3rd Quarter,1
California,Cities,El Cajon,,4th Quarter,0
California,Cities,El Cerrito,,Ancestry,4
California,Cities,El Cerrito,,Religion,0
California,Cities,El Cerrito,,Sexual orientation,0
California,Cities,El Cerrito,,Disability,0
California,Cities,El Cerrito,,Gender,0
California,Cities,El Cerrito,,Gender Identity,0
